央视频道,#genre#
摔跤吧爸爸！院线大片,https://epg.pw/stream/dad3054de761ed85e57fbea9128fb340d12857fdf7b1bcf58470acf54ac2a26a.ctv
失憶24小時,https://epg.pw/stream/5f819e4a99638dcf2ea015f71fde95996b864b51c1856820d925ba5254ee2321.ctv
社会坤哥,https://vd2.bdstatic.com/mda-nf1kphckeatk8gr9/sc/cae_h264/1654181105056550853/mda-nf1kphckeatk8gr9.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1656253963-0-0-e871509e7b90f8dfed41f3e4c5f144d5&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0163859094&vid
皮蛋影视 正在直播,https://epg.pw/stream/147078b2a7537e7d1613a2d63506c0e8f949fb76c86985193a7eaafba9af760b.ctv
漫威超級英雄系列,https://epg.pw/stream/c8b9c4a68c5990c7d9fbc325ec00ac0d63edbe45a9b5025b3c4b04bbe19283f2.ctv
刘德华电影,https://epg.pw/stream/8848575026ebd3c19258f79bc476986d87d68dd75fc6d2ae65eb99163ca4883d.ctv
林正英,https://epg.pw/stream/30259fe0c62a1df39306558bc708c149f09092ea7dd815bf49fd3ad3bc6d73be.ctv
老妖电影,https://epg.pw/stream/816ca72465df24a3a259e57431d34a3fdb1506ec6894a2cd5668c20b8c578b8a.ctv
老表，你好hea！-精彩港剧,https://epg.pw/stream/aa527d358134ffa303ec366169aa7016e45d3f01d688320db84e5a632dcefcc3.ctv
斗鱼电影-【恐怖】经典 恐怖 鬼怪 剧场,http://diyp.112114.xyz/douyu/1165374
精彩电视剧,https://epg.pw/stream/93ffd63d2d18ebb1e9cb628d9028325d54f2e18dd7c3e69095aa2ccc9e03121f.m3u8
经典功夫台,https://cn-jsyz-ct-03-27.bilivideo.com/live-bvc/298214/live_179302204_68184269.m3u8
尽享国內精彩战争片,https://epg.pw/stream/08b12f1b8f362f55b0022f04dc9d52df07d26f40e5eade7595d6676109f77fd7.ctv
姜喜宝绝版鬼片 正在直播,https://epg.pw/stream/84f0c32a75c19251d33a490dffe2f33d455e355b4fd2a5e6300f0d1f188fa84f.ctv
机场超燃警匪片,https://epg.pw/stream/0fd03da079026f3028cb1f4b3a69061157e6c15ee2768996d2a0d71a00cc20cc.ctv
换子成龙-影视剧,https://epg.pw/stream/80e57e626b61b2017eff505f72c2d5c781f9edf5326fee23dc081550a601919c.ctv
洪金宝福星系列,https://epg.pw/stream/18324f556dec451b2fef9d029ea325ffc49a26462f59f73ce74bda11125475fc.ctv
好剧看不停,https://epg.pw/stream/2b9bd301f4ad721f996fdc9c61ad0afa16ceede2c4d43417b4d413c6aa00263b.ctv
国外战争,https://epg.pw/stream/c2eb38cbdb5e8bb21f34f8ff5d4c79758d736a6b7f4f121bffd0985b94b465df.ctv
国外高分大片,https://epg.pw/stream/eb4717d6d130e69d4a8345b6dd77a421e5bafe5e39f98bdddb85f8e218006287.ctv
国外動作大片,https://epg.pw/stream/6988c88ba861fbe22b88db79d97ace8ec75f29b046b973621f387056fc526c8e.ctv
国內偵探电影大全,https://epg.pw/stream/42df0f20eb65f10c584400deb3e061045b4dfc511fa7177803bf99799cb13a36.ctv
国內战争,https://epg.pw/stream/aaee4105b1c715d8564f2f0c5b762352c093d2d29fccaaeadd41764ffd62a7a1.ctv
国內科幻片,https://epg.pw/stream/b0c48488cb41a3985f8a65767a7252c6e6066e510bd24cd381452e58b47ec7a5.ctv
国內科幻电影,https://epg.pw/stream/786f94f7eefd83027a11e97a638c89ddd41f8ac73161a75381b5b2cdadb1fa6a.ctv
国內科幻,https://epg.pw/stream/86fa3c29862beb245fdb9a351670cd63897b95cea5f28ad2771e746c9bc14b91.ctv
国产动作电影,https://epg.pw/stream/17b016534d2f93eb861a645b18edfd157f11e84843dc837d0f22280eb4d25c58.ctv
攻壳机动队,https://epg.pw/stream/b6464370a0ef3b740ab6f133180c6937b85374021c3d498d507916146a317dd2.ctv
跟踪追击,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/059096230b4e46c0b5d4929ff98435d0/850.m3u8
高分,https://epg.pw/stream/4ae25dcc09d488434c37f88036df12ab1006aef8d0a865151f2b3edd0cfdb47b.ctv
港片赌片 3000部,https://epg.pw/stream/404a963ebc9c7bc640a1c37e382f1120bfcf1f6adfd4207cd893ace7275c6043.ctv
凤凰电影,https://epg.pw/stream/00ea4ae5e10fa8a781c213d369540e54a2366fc4018566bc7cbd306ff4bd680e.m3u8
賭神-发哥,https://epg.pw/stream/4915e57b0374bdb3d073eb5e360ff7d35f6b448ea707c457c77a24ed94235b3b.ctv
盜慕恐怖麻辣,https://epg.pw/stream/7fbc029f6d472d5176d702af46e8ab3bb63f61e33a41af27910d411959fcb3bc.ctv
大片电影,http://iptv.prosto.tv:7000/ch6/video.m3u8
大江大河-高分影視推荐,https://epg.pw/stream/cf30b150d00bee50952dab7d939c3820f9d5385ca5cd424ab0ba63ae9cc3f96b.ctv
刺激！国外战争,https://epg.pw/stream/375d64d8f417fd5d4e0d25abaec8698ed1a4dae89c77f469299b23f1bf295473.ctv
橙子影视,https://epg.pw/stream/c480984fa54efd81adcc69f64543933d1c03bc2404cf34fe4c20b0decfa055ed.ctv
超英集結,https://epg.pw/stream/e23125af8610da26eff26fe58de9ed4a3ef3e46657913d044fe6b32c2cd5cd0c.ctv
港剧,https://epg.pw/stream/d71b98381ba22697eec3607608c6e45de2fd2006a2d4c4db9023da63bcc29b62.ctv
一只究极蓝霸虎,https://epg.pw/stream/2b7937266a2a1c7dc17d2dee405b3170e1428011cb10476d6ca7f748cfbdf352.ctv
热播国內偵探片,https://epg.pw/stream/92c0e171389155eea6c04d05bae3284e3852af5f4f071f78986b5f15a9b4f24f.ctv
战争大片,https://epg.pw/stream/8968455047462bc5caf68e40d197b9a131683ba2a5fb34c10b43769a3f745535.ctv
战争大片,https://epg.pw/stream/5c605cf82c82a8ca89d8bbe06982296a74ec56e0c83fba7a72cfbc474c487f02.ctv
德魯納酒店-韩剧,https://epg.pw/stream/fe3683639890eeba1fe7b55e74e9935f6c3288226a40824b4180098c3b5715b9.ctv
功夫婆媳-影视剧,https://epg.pw/stream/79aeb2f1299028bd0c944f8f630cb0fc58cbbc4539f40daa2694e3c1134835c6.ctv
传奇之王-影视剧,https://epg.pw/stream/5dd6eab9ae7f3ada8c3ab105bbf793e2db10a4e1f38e827029c29124eb88b458.ctv
传奇英雄,https://epg.pw/stream/8cf83e4c2e52673c57856688f946f98f002d0a8cf7cfd85043977a3e2eaba2d0.ctv
南波儿的柠檬,https://epg.pw/stream/f5c5301186d6b08bb33918eb85a5cab729f4c2564a8383b27dd88ee3c7bf082c.ctv
经典老片轮播,#genre#
上海灘,https://epg.pw/stream/40679597c64e726e52fed9a81804fbb38c1c9ee9c75d2dd33d4409a41fbd80cb.ctv
二号交通站,https://epg.pw/stream/cb8ef314b617cb072af40f3783d3212225233fdb9323da2d56de53041bafddb7.ctv
大唐双龙传,https://epg.pw/stream/189dde1e05de14b036f17de16c87116ff97e87c67cc71426f5bc4b1e90cd5cfc.ctv
大彎區衛視,https://epg.pw/stream/4c14f252f101c1fdd0ed00055ac16549bac3c098e5345e5575e446b281e834e9.m3u8
大漢天子s3,https://epg.pw/stream/e197ac5f1cb3417478c00582fcbf4ecdca49ca9ca85d2ee48c736b4174419a54.ctv
大漢賢後衛子夫,https://epg.pw/stream/0e5e848a87f30ec8fd4764d9ad6b313f3234798a28dc58f14a2fb857bfddc65a.ctv
大話西遊至尊寶,https://epg.pw/stream/e95ad5feafc04ad6886e8ae1bf655a906a4215bca4a49e57c12ba568eae092b2.ctv
妖神记,https://epg.pw/stream/671379dacfc06f944c46c354f606b0880635c2ee172b30116c25c13ea1b92312.ctv
娘親舅大,https://epg.pw/stream/9f4c4719c1e518cb32e629420706fc119306bed09bd137f8f2794f9c8ae4e9fc.ctv
宮心計,https://epg.pw/stream/1c7d2f0ccb0fdc3bd697e22e4ac35ad51c3ad96e3ff3768bf64b8f8c7fc37b3b.ctv
宰相刘罗锅,https://epg.pw/stream/ae00bdc394036d345deec06830e4660adbb5061244837aa18aae4ca6e75e871f.ctv
宝莲灯前传,https://epg.pw/stream/d762f7b4972b2f1fd4dfdf48c506777ed163d4cd712b6bb8c8cc9b739e0167eb.ctv
尋秦記-穿越劇經典,https://epg.pw/stream/69549114c105347649f8331d0a533b7e4e67f7cffcda40cb9fb09ebfe37a00d7.ctv
心理追凶-港劇,https://epg.pw/stream/cf18dced2485cb02d33d2d3bd9a9a4dee94298e6c1608bb49de26bb7b6b4ac70.ctv
怒海潛沙 &重啟全集,https://epg.pw/stream/19b036009d631d81e8d1077a8ba9cac69d291bcee6f1700bd5320e4df63ed3b1.ctv
士兵突擊,https://epg.pw/stream/ea896dc1caf4dafed01590e5619690eb9ecdf7595110e1c36560019e907e4fa9.ctv
我愛我家,https://epg.pw/stream/6b9a189e81e509a13f115c10ab0d4e5548064e039e485898d00536b620faa19f.ctv
案发现场（1-3）,https://epg.pw/stream/3b0d501a5db5c0e6966a74fe76958f3ecf830a227ce356bf70afc8d193ef89bd.ctv
無罪推定,https://epg.pw/stream/d6ed43d954d95c0e52cc29882d6c727795231e4d4cff4e8ebbb33657661854e1.ctv
生逢燦爛的日子,https://epg.pw/stream/c4e6efd8431852c51eaebc334f6088d0b6eed720eb74e6b46e740db91330646c.ctv
真心想讓你幸福,https://epg.pw/stream/91349ca996e80c66418402806144b050a6f749c229e881177358ded647324dc3.ctv
笑傲江湖-電視劇,https://epg.pw/stream/98015a4f5c402ed16401d0a080cf00a88f2c9845dae8a0495573e96e9abb4169.ctv
經典二戰,https://epg.pw/stream/ff5526fe2274f3d1059d378b45e17c332b1b7ee5f06ef93bfe7350734a4e4147.ctv
編輯部的故事,https://epg.pw/stream/2032e407e8c34bcbeabda5cdde5a1124311b0aecb7ef804073b8f07bacb9fe0a.ctv
老版三国演义,https://epg.pw/stream/39f162d84a6622db0117fb8a2e7ca7310feedd642a2351e9634b872e94f69819.ctv
西遊記後傳,https://epg.pw/stream/e461156acafb8495fa9b26cf3747a533591d41488e7584c390fd1ed67d12814f.ctv
親愛的熱愛的,https://epg.pw/stream/814918ed1ddb75e63aa6085ff815c55f43f523907c7947277518cd78522bce56.ctv
訶德先生,https://epg.pw/stream/44686e8e0a51df1c809a001ddec63ab6d66e01fbb2032fcd02a7e465df59c3bb.ctv
溏心風暴之家好月圓,https://epg.pw/stream/3b9c6ac2616c31eb13acc219dafc1c043e90d2af2fc06efbfbbbb779c777a15e.ctv
小歡喜,https://epg.pw/stream/9e7c79ec37b6f67e6e246379d5ef2dc6a4147d4202d28c3b03d2d7b697d83fe0.ctv
魔幻手機,https://epg.pw/stream/f1470c34b797f1d53f1d6ee859af088c0397ec2646202acdf853605556639851.ctv
六指琴魔,http://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200923/15188709qhx9dUeNwgLAWjWOdl.m3u8
猛龙,https://vip.lz-cdn8.com/20220821/22464_e0526531/1000k/hls/index.m3u8
索命暹罗,https://txmov2.a.yximgs.com/upic/2021/02/19/10/BMjAyMTAyMTkxMDI4MDBfNDAzMDAxOTlfNDQ2MTU0MjUzOTFfMF8z_b_Ba0fd71a99cb45b0c70ae373302430e0a.mp4
幸福来敲门,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch43-2.m3u8
平凡歲月,https://epg.pw/stream/18c7cc6f3f18e6901a24df51df251a43384003438cd2bc515768fbc494da4d87.ctv
苦樂村官,https://epg.pw/stream/b26ab9925175d7daff566a30d92f04ec057e3da8af2d17398a6fc1399fda464c.ctv
月球陨落,https://vip.lz-cdn1.com/20220402/737_cff81c22/index.m3u8
叛逆者,https://epg.pw/stream/4c8288bdae529bf7a962b9d95d4c573aa5c6017d3240dc417a1c0be939351b2e.ctv
中年計畫连续剧,https://epg.pw/stream/7a14f6fa8b09a8f715f9f081b4c25197f31ac918ac21ccc762ee6d39f70c336b.ctv
三國演義【1994】,https://epg.pw/stream/d23271c5a6bb2a632d9cd82f6ad692e53d734e0bca0e0a8f4632fe4158cb83b7.ctv
法证先锋ⅱ,https://epg.pw/stream/7b6106c0ffbedf80c575ecfd7cb4b090a75eeaaeeccfb86631d82d1013a2dcb8.ctv
法证先锋ⅳ,https://epg.pw/stream/b90f93ef766c1b663211aeebc46e996e3caa8151e0f3f6d320db7d2c81b9a3eb.ctv
孤注一掷清晰版,https://hd.ijycnd.com/play/zbqmMMkb/index.m3u8
